"census_tract","total_population","california_county","zip","approximate_location","longitude","latitude","ces_4_0_score","ces_4_0_percentile","ces_4_0_percentile_range","ozone","ozone_pctl","pm2_5","pm2_5_pctl","diesel_pm","diesel_pm_pctl","drinking_water","drinking_water_pctl","lead","lead_pctl","pesticides","pesticides_pctl","tox_release","tox_release_pctl","traffic","traffic_pctl","cleanup_sites","cleanup_sites_pctl","groundwater_threats","groundwater_threats_pctl","haz_waste","haz_waste_pctl","imp_water_bodies","imp_water_bodies_pctl","solid_waste","solid_waste_pctl","pollution_burden","pollution_burden_score","pollution_burden_pctl","asthma","asthma_pctl","low_birth_weight","low_birth_weight_pctl","cardiovascular_disease","cardiovascular_disease_pctl","education","education_pctl","linguistic_isolation","linguistic_isolation_pctl","poverty","poverty_pctl","unemployment","unemployment_pctl","housing_burden","housing_burden_pctl","pop_char","pop_char_score","pop_char_pctl","direct","indirect","avg_env","scaled_comp_env","avg_pop","scaled_comp_pop","water_risk_score","PCT"
6075025401,3775,"San Francisco",94110,"San Francisco",-122.4225,37.73963,15.68,27.05,"25-30%",0.032,6.38,8.588962,25.46,0.846,97.11,258.79,15.04,69.17,77.96,0,0,307.34,42.26,368.4407,12.19,9,58.17,3.5,23.44,0.17,29.24,0,0,0.5,22.08,31.9,3.89,21.72,55.45,63.32,5.2,57.56,9.34,23.94,9.5,40.07,7.1,49.09,20.4,35.15,1.9,5.57,10.7,16.92,38.82,4.03,33.59,12.82667,7.31,13.42444,0,23.488,0,0,74
6083002808,8114,"Santa Barbara",93436,"Vandenberg Village",-120.468,34.72108,15.67,27.04,"25-30%",0.035,10.6,7.322758,8.54,0.034,12.03,261.46,15.22,39.31,36.13,308.66,83.17,1.318773,4.85,301.0467,8.31,0,0,5,30.88,9.11,99.19,8,72.15,2,52.9,31.91,3.9,21.74,44.75,48.47,4.4,35.85,14.45,63.14,5.7,24.6,1.9,14.86,22.1,38.57,5.2,46.99,10.7,16.92,38.77,4.02,33.54,39.41667,45.59,56.67111,0,22.7104,0,0,74
6037920314,2920,"Los Angeles",91350,"Santa Clarita",-118.5248,34.40301,15.67,27.03,"25-30%",0.066,95.27,9.795168,46.99,0.03,10.58,667.88,73.17,18.58,10.94,0,0,274.394,40.07,1374.338,74.59,20.7,82.47,2.2,14.54,0.52,70.48,5,51.22,3.35,64.97,48.21,5.89,65.71,24.8,16.1,3.47,15.67,9.88,28.83,2.8,9.73,2.6,20.58,17.4,28.17,4.6,39.21,18.8,57.86,25.65,2.66,14.12,46.31,17.62,42.62,0,24.888,0,0,74
6083002806,2505,"Santa Barbara",93436,"Lompoc",-120.4798,34.65176,15.67,27.02,"25-30%",0.031,3.83,7.429759,9.26,0.089,33.37,291.22,20.61,32.83,27.69,705.62,87.14,1.075688,4.48,205.1407,4.23,1,17.08,0,0,0.11,19.25,8,72.15,0.2,9.67,23.76,2.9,6.92,49.65,56.12,2.34,3.52,15.92,71.05,20.1,65.03,4.1,32.03,28.3,51.09,12,92.19,19.9,62.42,52.06,5.4,53.54,30.92,26.5975,38.345,0,48.4416,0,0,74
6037143602,4769,"Los Angeles",91604,"Los Angeles",-118.3855,34.14503,15.66,27,"25-30%",0.056,74.1,11.44118,59.89,0.091,34.09,726.64,83.13,30.65,24.71,0,0,1148.827,67.38,1192.006,68.44,0,0,0,0,0.24,41.07,6,58.69,0.5,22.08,42.43,5.18,49.86,18.88,7.66,4.44,37.02,8.54,17.58,7,30.03,0.8,4.59,13.2,17.71,6.6,63.42,22.4,71.89,29.14,3.02,18.76,47.27333,10.2675,38.36056,0,30.0224,0,0,74
6059001505,6931,"Orange",92835,"Fullerton",-117.894,33.90382,15.64,26.99,"25-30%",0.048,55.38,12.01557,79.25,0.081,30.35,804.54,93.93,31.09,25.31,0,0,3844.093,88.53,1662.318,81.29,4,37.55,0,0,0.185,31.38,0,0,4,70.42,47.13,5.75,62.6,33.06,30.51,2.99,9.08,10.08,30.53,7.5,32.16,4.8,36.46,10.2,10.72,4.2,33.58,13.8,32.27,26.21,2.72,14.95,31.31,7.845,26.10333,0,23.2304,0,0,74
6065043010,5956,"Riverside",92530,"Lake Elsinore",-117.3879,33.68418,15.63,26.98,"25-30%",0.059,79.99,10.60337,52.78,0.019,6.8,330.35,31.68,9.67,3.54,0,0,273.186,39.96,NA,NA,0,0,0,0,0.06,8.76,0,0,0,0,21.04,2.57,3.85,57.91,66.65,4.24,32.27,26.81,98.83,23.1,70.08,6.7,47.08,24.9,44.22,8.3,77.1,11,18.47,58.65,6.08,63.39,10.56,2.19,8.5,0,41.112,0,0,74
6013361000,5093,"Contra Costa",94530,"Richmond",-122.2882,37.94354,15.63,26.97,"25-30%",0.031,3.83,8.797606,32.81,0.033,11.45,110.41,4.21,53,55.77,0.01,13.17,993.9283,63.52,709.3564,36.88,0,0,0,0,0.135,23.72,8,72.15,0,0,24.86,3.04,8.48,55.68,63.55,5.78,70.61,11.71,43.78,10.2,42.66,3.2,25.55,23.9,42.41,5.4,49.86,15.1,39.2,49.62,5.15,49.7,25.45333,9.2225,23.11722,0,31.9488,0,0,74
6037135203,7515,"Los Angeles",91307,"Los Angeles",-118.6571,34.19186,15.62,26.95,"25-30%",0.058,76.94,10.39558,51.71,0.032,11.28,651.09,71.95,32.99,27.91,0,0,353.6743,44.8,609.4964,29.18,0,0,3,22.12,0.15,26.67,1,12.45,0,0,30.23,3.69,18.23,39.46,40.73,4.32,34.18,13.28,55.72,6,25.89,7.5,51.1,16.9,26.67,5.1,45.78,15.4,40.9,40.81,4.23,36.43,35.50667,6.6675,28.11611,0,30.4544,0,0,74
6071009911,7388,"San Bernardino",92392,"Mountain View Acres",-117.3581,34.4941,15.62,26.94,"25-30%",0.061,84.58,7.884215,12.37,0.028,9.76,320.97,30.25,31.63,26.07,0,0,47.53593,17.73,334.16,10.01,0,0,0,0,0.05,7.35,0,0,0,0,16.39,2,1.03,86.91,88.65,5.58,66.28,32.25,99.85,20.4,65.53,5.3,39.21,38,66.11,12.6,93.49,20.2,63.61,75.26,7.81,86.94,10.08333,1.8375,7.947222,0,52.472,0,0,74
6067007421,9610,"Sacramento",95843,"Antelope",-121.3348,38.71551,15.61,26.93,"25-30%",0.051,63.29,8.524129,23.41,0.101,37.6,688.1,76.21,14.59,7.13,0.14,28.45,50.07923,18.05,705.1503,36.51,0.5,7.71,0,0,0.6,74.73,0,0,0,0,29.72,3.63,16.89,57.15,65.62,3.74,20.89,20.18,87.94,5.8,25.06,4.2,32.64,23.3,41.24,1,1.34,12.1,23.8,41.48,4.3,37.3,25.40333,25.795,34.13222,0,19.8528,0,0,74
6079010300,9434,"San Luis Obispo",93461,"Unincorporated San Luis Obispo County area",-120.3678,35.61986,15.61,26.92,"25-30%",0.048,51.92,6.63393,5.51,0.014,5.08,595.34,68.35,21.49,13.86,61.67,73.55,103.2486,23.77,239.7204,5.54,0,0,73,94.69,2.35,94.06,7,66.74,12.3,93.84,43.92,5.36,53.8,38.51,38.88,3.55,17.21,9.02,21.21,8,34.38,2.3,18.11,24.2,42.9,3.1,18.31,14.9,38.1,28.06,2.91,17.27,76.59333,41.9025,78.99722,0,24.288,0,0,74
6059099306,5909,"Orange",92648,"Huntington Beach",-117.9937,33.66616,15.61,26.9,"25-30%",0.044,35.16,11.27163,57.67,0.237,68.4,349.16,36.17,44.77,44.07,0,0,3410.06,86.43,507.4252,21.41,9.9,60.38,3,22.12,0.105,16.88,0,0,7,83.28,41.29,5.04,46.66,32.14,29.06,4.3,33.73,11.2,39.62,3.4,13.11,0.6,2.81,13.5,18.44,3.9,29.41,20.3,63.97,29.84,3.1,19.77,19.43,4.22,15.76667,0,20.4384,0,0,74
6037406601,5550,"Los Angeles",91791,"West Covina",-117.9167,34.05574,15.6,26.89,"25-30%",0.056,74.1,12.09071,83.75,0.086,32.06,756.45,86.35,68.88,77.62,0,0,1872.761,77.87,409.3292,14.84,0,0,0,0,0.045,5.57,3,33.16,0.3,12.88,40.66,4.96,44.77,36.32,35.38,2.96,8.79,9.56,25.87,11.1,45.58,5.5,40.44,22.2,38.91,3.4,22.57,15,38.78,30.3,3.14,20.39,39.83667,1.3925,27.48611,0,29.8048,0,0,74
6073009603,5544,"San Diego",92108,"San Diego",-117.1067,32.78597,15.59,26.88,"25-30%",0.044,37.57,9.593755,45.5,0.19,60.11,312.86,28.99,27.75,21.16,0,0,226.8178,36.82,1816.099,84.14,16.25,76.93,23.75,73.19,1.5,90.3,9,77.3,0.5,22.08,48.84,5.96,67.41,24.43,15.45,3.71,20.35,5.19,1.37,5.9,25.5,4.1,32.03,31.7,56.57,0.8,0.91,23.3,75.11,25.21,2.61,13.55,59.82667,22.575,54.93444,0,30.4192,0,0,74
6037139703,2861,"Los Angeles",91356,"Los Angeles",-118.5321,34.14458,15.59,26.87,"25-30%",0.059,78.22,11.88097,72.46,0.044,15.67,726.64,83.13,52.09,54.52,5.53,55.1,862.118,61.6,186.8758,3.78,0,0,0,0,0.17,29.24,0,0,0,0,37.32,4.56,35.35,41.28,43.67,4.55,39.89,8.47,16.94,4,16.21,3.3,26.4,17.1,27.35,4.2,33.58,19,58.77,32.98,3.42,24.29,27.71,21.085,32.53,0,25.9696,0,0,74
6001428400,4568,"Alameda",94501,"Alameda",-122.2564,37.75659,15.57,26.85,"25-30%",0.029,3.12,9.159193,40.06,0.217,65.08,110.41,4.21,66.38,74.52,0,0,401.542,47.12,399.498,14.11,0.25,4.12,11.5,50.87,0.825,82.01,10,82.97,0,0,35.35,4.32,30.03,64.7,74,3.06,9.85,12.67,51.82,8.2,35.22,2.3,18.11,18.6,30.93,2.3,8.69,13.1,28.69,34.78,3.61,27.04,46.01667,20.5025,44.34611,0,19.4624,0,0,74
6013333101,4441,"Contra Costa",94521,"Concord",-121.9701,37.96491,15.57,26.84,"25-30%",0.042,26.7,8.776233,32.18,0.205,63.02,255.47,12.35,46.96,47.2,0,0,720.421,58.64,912.3494,52.5,12,68.94,1,6.97,0.02,2.51,2,23.88,0,0,31.2,3.81,20.26,50.13,56.84,3.6,18.17,12.08,46.59,8.6,36.56,2.9,22.9,17.8,29.03,4,30.88,22.4,71.89,39.39,4.09,34.53,14.4,0.6275,10.01833,0,30.6016,0,0,74
6001435200,4659,"Alameda",94541,"Fairview",-122.0518,37.6874,15.56,26.83,"25-30%",0.036,13.62,8.587522,25.39,0.131,46.26,193.94,6.87,52.45,55,0.05,20.62,403.3247,47.21,2145.7,89.13,0,0,5,30.88,0.02,2.51,1,12.45,0,0,28.4,3.47,14.55,51.71,58.64,6.76,87.34,10.41,33.21,10.3,43.07,5.2,38.61,11.9,14.48,0.6,0.47,14.8,37.48,43.28,4.49,40.05,16.73333,5.7825,15.01056,0,21.4576,0,0,74
6111008800,5582,"Ventura",93035,"Oxnard",-119.2015,34.18553,15.56,26.82,"25-30%",0.041,24.88,8.849396,34.04,0.107,39.55,663.74,72.74,33.94,29.17,0.35,34.97,573.2307,54.33,493.8113,20.44,0.1,2.07,2.5,16.75,0.055,7.65,0,0,0,0,27.61,3.37,13.17,32.55,29.61,5.57,66.05,8.99,20.92,23.7,70.93,8.6,55.95,32.3,57.44,4.8,41.84,12.2,24.46,44.49,4.62,41.88,29.83,10.655,26.99,0,40.0992,0,0,74
6073019405,3994,"San Diego",92083,"Vista",-117.276,33.19656,15.55,26.8,"25-30%",0.044,35.16,9.003392,37.4,0.164,54.82,305.29,25.27,39.13,35.8,0.08,24.34,33.87627,15.2,1257.686,70.96,0,0,10,47.43,0.11,19.25,4,43.78,0,0,32.28,3.94,22.54,29.71,24.54,5.06,54.12,9.84,28.45,15.7,56.97,1.8,14.28,33.3,59.08,3.8,28.2,15.9,43.28,38.03,3.95,32.3,38.82667,10.8975,33.14944,0,32.2896,0,0,74
6067004012,3655,"Sacramento",95831,"Sacramento",-121.5228,38.47608,15.55,26.79,"25-30%",0.044,35.16,8.71464,30.4,0.162,54.28,265.26,16.85,19.89,12.09,74.82,75.03,81.16983,21.74,659.5303,32.96,0,0,2,14.31,0.075,10.15,10,82.97,0,0,30.37,3.71,18.62,46.18,50.79,5.29,59.56,13.32,55.98,7.7,32.94,3.1,24.77,14.9,21.72,NA,NA,11.8,22.1,40.41,4.19,35.99,38.04333,21.295,39.55889,0,NA,NA,NA,NA
6085502910,3733,"Santa Clara",95118,"San Jose",-121.884,37.25151,15.52,26.78,"25-30%",0.041,24.88,8.159472,15.73,0.218,65.14,291.53,22.74,26.44,19.61,0,0,108.0927,24.32,2130.711,88.91,0,0,3.25,22.4,0.545,71.99,4,43.78,0,0,30.99,3.78,19.93,38.77,39.26,4.4,35.85,11.12,38.81,8.8,37.28,13.8,73.73,16.8,26.38,4.1,32.27,14.5,35.82,39.53,4.1,34.83,29.64,17.9975,31.75833,0,32.8768,0,0,74
6037267100,6649,"Los Angeles",90025,"Los Angeles",-118.4245,34.05257,15.52,26.77,"25-30%",0.048,53.73,11.81662,70.26,0.448,87.39,440.64,52.72,49.39,50.79,0,0,1616.323,74.78,1564.765,79.38,0.5,7.71,9.25,44.18,0.345,55.42,0,0,0,0,46.24,5.65,60.21,19.12,7.98,3.54,16.97,8.4,16.48,5.2,22.22,10.2,62.66,15.7,23.66,5.4,49.86,14.8,37.48,26.49,2.75,15.32,32.3,13.855,30.77,0,31.3408,0,0,74
6073020109,5405,"San Diego",92027,"Escondido",-117.0693,33.14468,15.51,26.75,"25-30%",0.048,55.38,8.158526,15.69,0.064,23.57,342.91,35.31,48.64,49.69,0,0,18.94813,11.33,531.0246,23.35,0,0,5,30.88,0.03,4.12,12,90.13,0,0,26.2,3.2,10.53,28.9,23.26,4.36,35.04,10.22,31.68,32.7,83.23,10.2,62.66,31.6,56.38,6.7,64.51,17.3,50.72,46.75,4.85,45.36,52.10667,1.03,35.42444,0,50.8,0,0,74
6001450752,7343,"Alameda",94588,"Unincorporated Alameda County area",-121.8238,37.71892,15.51,26.74,"25-30%",0.043,32.15,8.258547,17.27,0.052,18.89,361.69,37.27,4.62,1.17,6.33,56.34,215.1683,35.82,1269.29,71.34,0,0,22.5,71.69,0.37,58.27,2,23.88,2,52.9,36.3,4.43,32.57,31.81,28.35,8.71,98.37,9.33,23.82,3.2,12.02,8,53.36,3.6,0.55,2.4,9.72,9.2,10.84,33.74,3.5,25.32,44.28,28.6525,48.62167,0,13.8384,0,0,74
6059052525,19462,"Orange",92602,"Irvine",-117.7783,33.71663,15.51,26.73,"25-30%",0.05,62.53,11.55796,62.31,0.215,64.53,411.38,47.3,29.33,23.13,0,0,1801.37,76.99,1845.459,84.73,0.7,9.59,0,0,0.57,73.32,0,0,0,0,40.65,4.96,44.72,15.58,4.37,4.75,45.34,7.91,13.1,2.8,9.73,12.8,70.88,20.4,35.15,3.9,29.41,17.4,51.36,30.12,3.12,20.16,15.76667,18.33,22.73111,0,31.4448,0,0,74
6037461200,4535,"Los Angeles",91001,"Altadena",-118.1154,34.18097,15.51,26.71,"25-30%",0.06,82.48,11.56015,62.44,0.086,32.12,670.79,73.82,65.44,73.47,0,7.14,1133.653,66.88,328.9083,9.76,6,46.08,6,35.02,0.06,8.76,0,0,0,0,40,4.88,42.8,35.23,33.92,5.31,60.06,8.38,16.16,6.7,28.83,2.2,17.26,16.2,24.92,3.9,29.41,11.8,22.1,30.61,3.18,20.8,36.28,3.975,26.83667,0,19.6032,0,0,74
6085505500,4365,"Santa Clara",95050,"Santa Clara",-121.9621,37.34713,15.5,26.7,"25-30%",0.039,17.65,8.397497,20.25,0.249,69.87,430.43,50.17,58.99,64.45,0,0,203.941,35.1,895.153,51.13,4.5,40.84,39.25,85.62,0.35,56.4,2,23.88,0,0,39.5,4.82,41.48,26.78,19.65,5.08,54.62,10.22,31.68,6.7,28.83,4.9,36.97,10.9,12.16,3.3,21.11,14.2,34.25,30.99,3.21,21.42,53.22333,14.1,44.88222,0,21.3312,0,0,74
6075011000,5127,"San Francisco",94109,"San Francisco",-122.4198,37.79438,15.5,26.69,"25-30%",0.029,3.12,8.714175,30.38,0.978,98.1,258.79,15.04,51.57,53.66,0,0,400.2317,47.06,735.8974,39.25,0,0,3.25,22.4,1.89,92.16,10,82.97,0,0,37.05,4.52,34.4,40.8,42.76,3.83,22.65,7.73,11.84,14.3,53.87,12.5,69.98,17,27.05,4,30.88,11.3,19.81,33.03,3.43,24.41,40.13667,23.04,42.11778,0,32.2544,0,0,74
6093000600,1733,"Siskiyou",96032,"Unincorporated Siskiyou County area",-122.9108,41.69973,15.5,26.68,"25-30%",0.044,35.16,2.963137,0.06,0.014,5.05,267.68,17.53,46.77,46.89,14.99,63.17,0.004239433,0.76,42.65916,0.16,4,37.55,18,65.32,0,0,8,72.15,13,94.57,32.04,3.91,22.04,24.66,15.83,NA,NA,12.47,50.22,8.8,37.28,0,0,39.4,68.27,8.1,76.05,14.4,35.27,38.2,3.96,32.54,51.66667,15.7925,44.97278,0,34.6992,0,0,74
6059063802,2857,"Orange",92626,"Costa Mesa",-117.9275,33.6764,15.5,26.66,"25-30%",0.046,46.99,11.42814,59.74,0.166,55.25,182.18,6.18,56.84,61.29,0,0,3396.12,86.33,983.8633,56.89,8,53.43,0,0,0.31,51.73,0,0,0,0,38.07,4.65,37.64,32.3,29.3,4.21,31.49,9.58,26.15,5,21.37,2.4,18.91,21.2,36.55,NA,NA,20.4,64.46,32.15,3.33,23.07,2.06,12.9325,9.995,0,NA,NA,NA,NA
6001450101,5750,"Alameda",94568,"Dublin",-121.8851,37.70509,15.5,26.65,"25-30%",0.042,26.7,8.564003,24.65,0.672,94.86,372.67,39,8.32,2.81,0,0,232.6153,37.28,1991.364,86.93,4.2,38.13,10.55,48.5,0.2,35.62,0,0,0.5,22.08,35.64,4.35,30.72,32.04,28.83,6.68,86.16,9.14,22.23,3.6,14.17,9.8,61.09,8.8,7.55,3,17.11,10.2,14.69,34.33,3.56,26.27,29.16667,8.905,25.38111,0,18.3376,0,0,74
6085510801,5954,"Santa Clara",94303,"Palo Alto",-122.1098,37.42702,15.5,26.64,"25-30%",0.036,13.62,8.364359,19.35,0.355,81.67,366.64,38.12,42.44,40.43,0,0,125.2847,26.36,1752.469,82.93,16.75,77.62,91,96.05,1.205,87.9,2,23.88,0,0,44.24,5.4,54.69,52.06,58.97,3.91,24.57,9.4,24.58,2.3,7.4,10.3,63.04,10.5,11.27,2.5,10.66,6.9,4.03,27.66,2.87,16.81,52.68333,21.975,49.77222,0,15.424,0,0,74
6097151000,3968,"Sonoma",94952,"Unincorporated Sonoma County area",-122.6799,38.25766,15.49,26.63,"25-30%",0.033,7.52,7.642655,10.59,0.038,13.67,363.97,37.4,43.34,41.87,2.19,48.28,53.64367,18.55,1463.147,77.3,0,0,11.5,50.87,0.18,30.59,5,51.22,2,52.9,33.64,4.11,25.82,45.5,49.66,3.4,14.49,14.6,64.16,8.8,37.28,4.1,32.03,26.1,46.61,3.7,26.86,8.1,7.07,36.37,3.77,29.55,46.49667,19.7175,44.14278,0,23.976,0,0,74
6111002700,4398,"Ventura",93003,"San Buenaventura (Ventura)",-119.2417,34.27066,15.48,26.61,"25-30%",0.043,29.89,8.952729,36.25,0.089,33.13,558.7,65.54,65.1,73.04,1648.93,91.93,87.01067,22.18,863.3801,48.76,0,0,13.5,55.25,0.465,66.72,1,12.45,0,0,42.36,5.17,49.61,40.5,42.25,2.55,4.93,8.93,20.5,5,21.37,2.2,17.26,25.1,44.62,2,6.3,27.7,86.29,28.86,2.99,18.34,44.41333,39.6625,56.05056,0,28.1344,0,0,74
6067001500,4723,"Sacramento",95816,"Sacramento",-121.4594,38.56746,15.48,26.6,"25-30%",0.046,44.98,9.039314,38.18,0.3,76.42,265.26,16.85,56.61,60.92,0,0,154.6113,29.83,1153.228,66.55,5,42.61,31.85,81.06,1.15,87.15,5,51.22,0.9,26.55,47.05,5.74,62.45,48.24,53.86,3.96,25.66,11.69,43.64,2.9,10.31,0.8,4.59,7.6,5.35,3.8,28.2,7.7,6.1,25.98,2.7,14.64,49.71,21.7875,47.665,0,8.728,0,0,74
6037901007,2094,"Los Angeles",93536,"Lancaster",-118.1856,34.65387,15.48,26.59,"25-30%",0.062,88.7,7.182324,7.65,0.014,5.24,465.43,55.89,39.54,36.51,0,0,3356.601,86.21,473.6545,18.9,1,17.08,0,0,0.15,26.67,0,0,0,0,27.84,3.4,13.65,55.82,63.9,6.12,77.55,12.84,52.95,11.1,45.58,1.1,7.38,15.6,23.3,3.6,25.23,9.9,13.56,43.91,4.55,41,18.63,6.6675,16.865,0,18.408,0,0,74
6071010021,6713,"San Bernardino",92345,"Hesperia",-117.2724,34.40266,15.48,26.58,"25-30%",0.066,95.27,8.881584,34.77,0.01,3.73,249.88,11.73,31.19,25.51,0,0,137.7086,27.82,246.3796,5.83,0,0,0,0,0.25,43.3,0,0,0,0,19.94,2.43,3.04,67.1,76.33,4.02,27.12,28.23,99.38,16,57.62,2.5,19.87,31.7,56.57,13,94.31,16.5,46.46,61.29,6.36,67.61,3.91,10.825,9.823333,0,43.9728,0,0,74
6033000502,2446,"Lake",95464,"Unincorporated Lake County area",-122.8631,39.12089,15.47,26.56,"25-30%",0.037,14.92,4.522132,0.7,0.069,25.76,392.65,42.58,33.4,28.42,0.27,33.38,0,0,152.2238,2.5,12,68.94,0,0,0,0,2,23.88,2,52.9,22.07,2.69,4.82,85.65,87.96,5.65,67.92,13.15,54.96,6.6,28.45,0,0,53.2,85.34,2.5,10.66,24.1,77.58,55.34,5.74,58.31,22.15333,8.345,20.33222,0,32.3248,0,0,74
6029003808,4495,"Kern",93312,"Bakersfield",-119.1007,35.39143,15.47,26.55,"25-30%",0.064,91.05,15.44501,99.33,0.137,47.74,654.83,72.12,16.11,8.54,0,0,278.241,40.27,957.605,55.53,0,0,0,0,0.72,78.98,0,0,0,0,39.81,4.86,42.35,28.55,22.77,4.56,40.11,11.47,41.95,7.5,32.16,3.2,25.55,21.4,36.98,4.1,32.27,7.3,5.01,30.67,3.18,20.88,24.04,19.745,29.19,0,21.1152,0,0,74
6067009108,3937,"Sacramento",95826,"Rosemont",-121.3549,38.55058,15.46,26.54,"25-30%",0.047,50.54,8.915536,35.46,0.06,22.12,469.9,56.53,48.84,49.93,0,0,170.8607,31.62,399.3129,14.1,0,0,0,0,0.25,43.3,5,51.22,0.2,9.67,28.64,3.5,15.03,73.13,80.75,5.17,56.88,14.29,62.05,4.6,19.29,2.9,22.9,21.7,37.64,1.6,3.58,9,10.18,42.64,4.42,39.08,35.91667,10.825,31.16111,0,14.9744,0,0,74
6.005e+09,1982,"Amador",95666,"Unincorporated Amador County area",-120.2563,38.53942,15.45,26.53,"25-30%",0.052,66.96,5.344424,1.53,0.015,5.54,453.51,54.54,20.73,12.97,0,0.69,2.289563,6.06,120.6641,1.61,0,0,2,14.31,0.55,72.59,0,0,2,52.9,21.81,2.66,4.65,63.97,73.14,3.95,25.43,15.79,70.45,7.9,33.89,0,0,46.5,78.1,15.8,97.42,21.3,68.11,55.92,5.8,59.39,22.95,18.32,27.51333,0,44.4032,0,0,74
6067002600,2448,"Sacramento",95818,"Sacramento",-121.4817,38.5543,15.44,26.51,"25-30%",0.045,42.56,9.087087,39.07,0.572,92.11,265.26,16.85,55.04,58.88,0,0,146.1547,28.77,577.8433,26.63,6.1,46.34,11.7,51.04,0.16,28.3,0,0,0,0,33.78,4.12,26.16,68.11,77.23,4.73,44.77,12.39,49.64,4.5,18.81,1,6.27,17.7,28.86,NA,NA,7.6,5.82,36.07,3.74,29.03,22.63,7.075,19.80333,0,NA,NA,NA,NA
6065040701,2417,"Riverside",92860,"Norco",-117.576,33.93192,15.43,26.5,"25-30%",0.059,79.99,12.75965,92.71,0.09,33.57,902.77,98.11,14.06,6.73,0.01,11.31,1100.584,65.99,1072.902,62.49,0.4,5.64,7.05,37.69,0.35,56.4,4,43.78,3,63.67,51.39,6.27,73.86,24.06,14.93,0.96,0.13,14.16,61.37,10.4,43.41,1.1,7.38,10,10.14,4.4,36.44,9.6,12.34,23.71,2.46,11.8,59.86,16.9275,51.19167,0,17.5536,0,0,74
6001423500,3426,"Alameda",94703,"Berkeley",-122.268,37.85936,15.43,26.49,"25-30%",0.029,3.12,9.234588,41,0.28,74.19,110.41,4.21,71.7,81.08,0,0,682.048,57.68,605.4235,28.83,0.7,9.59,18.05,65.35,0.885,83.18,0,0,0,0,34.72,4.24,28.31,38.32,38.47,2.04,2.14,9.89,28.98,4.5,18.81,4,31.3,38.6,67.01,4.4,36.44,25.4,81.32,35.09,3.64,27.56,23.18667,20.795,29.32111,0,37.5808,0,0,74
6071007104,3913,"San Bernardino",92313,"Grand Terrace",-117.3016,34.0312,15.41,26.48,"25-30%",0.07,98.67,11.88836,72.69,0.067,24.72,478.28,57.77,15.22,7.67,0.74,40.66,791.569,60.24,560.3955,25.56,0,0,0,0,0.3,50.14,0,0,0,0,35.67,4.36,30.77,41.63,44.08,4.37,35.23,15.14,67.15,4.8,20.29,6.2,44.36,10.5,11.27,2.4,9.72,9.3,11.24,34.1,3.54,25.81,19.25667,22.7,27.97111,0,15.5008,0,0,74
6.105e+09,894,"Trinity",39,"Unincorporated Trinity County area",-123.2109,40.0696,15.4,26.46,"25-30%",0.042,26.71,2.937884,0.05,0,0.05,133.09,4.52,50.12,51.76,0,0,6.33e-06,0.04,23.84884,0.05,0,0,12.6,53.23,0.1,16.64,7,66.74,9,88.93,21.97,2.68,4.75,32.99,30.41,NA,NA,13.36,56.46,NA,NA,1.6,12.28,60.3,91.85,NA,NA,37.5,97.63,55.34,5.74,58.3,41.49667,4.16,30.43778,0,NA,NA,NA,NA
6067009331,7545,"Sacramento",95624,"Elk Grove",-121.3439,38.41635,15.39,26.45,"25-30%",0.046,44.98,8.617239,26.83,0.045,15.96,390.53,41.68,22.92,15.49,0,1.86,68.60623,20.39,444.9859,17.03,0.5,7.71,2,14.31,0.325,53.51,1,12.45,2,52.9,24.74,3.02,8.23,42.72,45.78,5.59,66.64,17.63,79.3,7.9,33.89,6.9,48.19,15,22.01,5.9,56.19,9.3,11.24,49.11,5.09,48.9,22.81333,13.8425,24.43722,0,27.4432,0,0,74
6085502201,7541,"Santa Clara",95126,"San Jose",-121.9207,37.30472,15.39,26.44,"25-30%",0.04,20.85,8.503961,22.91,0.071,26.26,291.53,22.74,36.04,31.87,0,0,184.8067,33.15,638.1092,31.28,0.7,9.59,17,63.37,0.13,22.37,2,23.88,0.5,22.08,25.17,3.07,8.96,28.96,23.31,5.91,73.33,7.74,11.93,9.6,40.46,7.7,52.01,32.4,57.63,6.8,65.63,27.5,85.96,48.26,5.01,47.79,36.66333,5.5925,28.17056,0,48.2704,0,0,74
6075040200,5600,"San Francisco",94118,"San Francisco",-122.4684,37.78433,15.38,26.42,"25-30%",0.032,6.38,8.54517,24.02,0.31,77.49,258.79,15.04,56.05,60.18,0,0,406.6493,47.45,1521.607,78.48,2,25.63,0,0,0.43,63.9,10,82.97,0.5,22.08,38.72,4.73,39.37,19.58,8.75,5.11,55.38,6.82,6.82,13.7,52.32,11.8,68.16,16.4,25.43,2.7,13.18,14.6,36.21,31.35,3.25,21.86,32.67,15.975,32.43,0,31.248,0,0,74
6045011002,6135,"Mendocino",95427,"Unincorporated Mendocino County area",-123.7112,39.33114,15.38,26.41,"25-30%",0.036,13.62,6.189475,3.9,0.01,3.85,445.44,53.55,29.16,22.95,0.18,30.48,0,0,259.2971,6.34,0,0,37,84.34,0,0,4,43.78,10,91.04,25.83,3.15,9.94,42.72,45.78,6.38,81.88,10.64,35.23,7,30.03,3.3,26.4,29.6,53.27,1.3,2.29,27.8,86.43,46.99,4.87,45.75,60.55667,7.62,45.45111,0,31.7472,0,0,74
